原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
,创新,2,产业,产业,加快
,产业,2,技术革新,技术革新,产业
,集成,1,技术,技术,我们
,自主,1,突破口,突破口,自主
,突破口,1,主攻,主攻,重要
,着力,1,集成,集成,关键
,明确,1,重要,重要,核心技术
,方向,1,攻克,攻克,作用
,攻克,1,着力,着力,变革
,推动,1,变革,变革,应用
,投入,1,自主,自主,加大
,技术革新,1,,,
,我们,1,,,
,应用,1,,,
,变革,1,,,
,发展,1,,,
,加快,1,,,
,加大,1,,,
,力度,1,,,
,关键,1,,,
,作用,1,,,
,作为,1,,,
,主攻,1,,,
,中起,1,,,
,一批,1,,,
,,,,,
区块链技术应用已延伸到数字金融、物联网、智能制造、供应链管理、数字资产交易等多个领域。目前，全球主要国家都在加快布局区块链技术发展。我国在区块链领域拥有良好基础，要加快推动区块链技术和产业创新发展，积极推进区块链和经济社会融合发展。,区块,5,区块,区块,创新
,技术,3,技术,技术,发展
,发展,3,数字,数字,技术
,领域,2,加快,加快,国家
,数字,2,领域,领域,推动
,加快,2,发展,发展,加快
,金融,1,良好基础,良好基础,我国
,资产,1,供应链,供应链,产业
,融合,1,经济社会,经济社会,领域
,良好基础,1,联网,联网,数字
,联网,1,融合,融合,推进
,经济社会,1,智能,智能,全球
,管理,1,延伸,延伸,融合
,积极,1,布局,布局,应用
,目前,1,多个,多个,积极
,智能,1,,,
,推进,1,,,
,推动,1,,,
,拥有,1,,,
,我国,1,,,
,延伸,1,,,
,应用,1,,,
,布局,1,,,
,多个,1,,,
,国家,1,,,
,制造,1,,,
,创新,1,,,
,全球,1,,,
,供应链,1,,,
,产业,1,,,
,交易,1,,,
,主要,1,,,
,,,,,
要强化基础研究，提升原始创新能力，努力让我国在区块链这个新兴领域走在理论最前沿、占据创新制高点、取得产业新优势。要推动协同攻关，加快推进核心技术突破，为区块链应用发展提供安全可控的技术支撑。要加强区块链标准化研究，提升国际话语权和规则制定权。要加快产业发展，发挥好市场优势，进一步打通创新链、应用链、价值链。要构建区块链产业生态，加快区块链和人工智能、大数据、物联网等前沿信息技术的深度融合，推动集成创新和融合应用。要加强人才队伍建设，建立完善人才培养体系，打造多种形式的高层次人才培养平台，培育一批领军人物和高水平创新团队。,区块,5,区块,区块,创新
,创新,4,创新,创新,发展
,应用,3,人才培养,人才培养,技术
,加快,3,加快,加快,建设
,产业,3,应用,应用,推动
,融合,2,产业,产业,加快
,研究,2,融合,融合,我国
,提升,2,优势,优势,加强
,推动,2,提升,提升,产业
,发展,2,最前沿,最前沿,领域
,加强,2,加强,加强,研究
,优势,2,推动,推动,国际
,人才培养,2,人才队伍,人才队伍,基础
,高水平,1,价值链,价值链,体系
,高层次,1,攻关,攻关,推进
,领域,1,,,
,领军人物,1,,,
,集成,1,,,
,进一步,1,,,
,这个,1,,,
,话语权,1,,,
,规则,1,,,
,联网,1,,,
,突破,1,,,
,生态,1,,,
,理论,1,,,
,深度,1,,,
,核心技术,1,,,
,标准化,1,,,
,构建,1,,,
,最前沿,1,,,
,新兴,1,,,
,数据,1,,,
,攻关,1,,,
,支撑,1,,,
,提供,1,,,
,推进,1,,,
,技术,1,,,
,打造,1,,,
,打通,1,,,
,我国,1,,,
,强化,1,,,
,建设,1,,,
,建立,1,,,
,平台,1,,,
,市场,1,,,
,完善,1,,,
,安全,1,,,
,多种形式,1,,,
,基础,1,,,
,培育,1,,,
,国际,1,,,
,团队,1,,,
,可控,1,,,
,取得,1,,,
,发挥,1,,,
,原始,1,,,
,占据,1,,,
,协同,1,,,
,努力,1,,,
,前沿,1,,,
,制高点,1,,,
,制定,1,,,
,创新能力,1,,,
,信息技术,1,,,
,体系,1,,,
,价值链,1,,,
,人才队伍,1,,,
,人工智能,1,,,
,一批,1,,,
,,,,,
要抓住区块链技术融合、功能拓展、产业细分的契机，发挥区块链在促进数据共享、优化业务流程、降低运营成本、提升协同效率、建设可信体系等方面的作用。要推动区块链和实体经济深度融合，解决中小企业贷款融资难、银行风控难、部门监管难等问题。要利用区块链技术探索数字经济模式创新，为打造便捷高效、公平竞争、稳定透明的营商环境提供动力，为推进供给侧结构性改革、实现各行业供需有效对接提供服务，为加快新旧动能接续转换、推动经济高质量发展提供支撑。要探索“区块链+”在民生领域的运用，积极推动区块链技术在教育、就业、养老、精准脱贫、医疗健康、商品防伪、食品安全、公益、社会救助等领域的应用，为人民群众提供更加智能、更加便捷、更加优质的公共服务。要推动区块链底层技术服务和新型智慧城市建设相结合，探索在信息基础设施、智慧交通、能源电力等领域的推广应用，提升城市管理的智能化、精准化水平。要利用区块链技术促进城市间在信息、资金、人才、征信等方面更大规模的互联互通，保障生产要素在区域内有序高效流动。要探索利用区块链数据共享模式，实现政务数据跨部门、跨区域共同维护和利用，促进业务协同办理，深化“最多跑一次”改革，为人民群众带来更好的政务服务体验。,区块,9,区块,区块,创新
,技术,5,探索,探索,发展
,提供,4,数据共享,数据共享,技术
,推动,4,技术,技术,建设
,探索,4,推动,推动,经济
,利用,4,利用,利用,推动
,领域,3,提供,提供,加快
,经济,3,精准,精准,产业
,服务,3,便捷,便捷,领域
,更加,3,促进,促进,人才
,城市,3,领域,领域,数字
,促进,3,服务,服务,实现
,高效,2,更加,更加,体系
,融合,2,协同,协同,社会
,群众,2,政务,政务,推进
,精准,2,,,
,模式,2,,,
,智慧,2,,,
,方面,2,,,
,数据共享,2,,,
,政务,2,,,
,改革,2,,,
,提升,2,,,
,建设,2,,,
,实现,2,,,
,协同,2,,,
,区域,2,,,
,信息,2,,,
,便捷,2,,,
,人民,2,,,
,高质量,1,,,
,食品安全,1,,,
,风控,1,,,
,降低,1,,,
,防伪,1,,,
,问题,1,,,
,银行,1,,,
,部门,1,,,
,透明,1,,,
,运营,1,,,
,运用,1,,,
,转换,1,,,
,跨部门,1,,,
,资金,1,,,
,贷款,1,,,
,解决,1,,,
,要素,1,,,
,行业,1,,,
,融资难,1,,,
,营商,1,,,
,脱贫,1,,,
,能源,1,,,
,维护,1,,,
,结构性,1,,,
,细分,1,,,
,管理,1,,,
,稳定,1,,,
,积极,1,,,
,社会,1,,,
,相结合,1,,,
,监管,1,,,
,电力,1,,,
,生产,1,,,
,环境,1,,,
,深度,1,,,
,深化,1,,,
,流动,1,,,
,水平,1,,,
,民生,1,,,
,有效,1,,,
,有序,1,,,
,最多,1,,,
,更好,1,,,
,智能化,1,,,
,智能,1,,,
,新旧,1,,,
,新型,1,,,
,数据,1,,,
,数字,1,,,
,教育,1,,,
,救助,1,,,
,效率,1,,,
,支撑,1,,,
,推进,1,,,
,推广应用,1,,,
,接续,1,,,
,拓展,1,,,
,抓住,1,,,
,打造,1,,,
,成本,1,,,
,征信,1,,,
,底层,1,,,
,应用,1,,,
,带来,1,,,
,就业,1,,,
,对接,1,,,
,实体,1,,,
,契机,1,,,
,大规模,1,,,
,基础设施,1,,,
,商品,1,,,
,可信,1,,,
,发挥,1,,,
,发展,1,,,
,医疗,1,,,
,动能,1,,,
,动力,1,,,
,加快,1,,,
,功能,1,,,
,办理,1,,,
,创新,1,,,
,养老,1,,,
,共同,1,,,
,公益,1,,,
,公平竞争,1,,,
,公共服务,1,,,
,健康,1,,,
,保障,1,,,
,供需,1,,,
,供给,1,,,
,作用,1,,,
,体验,1,,,
,体系,1,,,
,优质,1,,,
,优化,1,,,
,人才,1,,,
,产业,1,,,
,交通,1,,,
,互联互通,1,,,
,中小企业,1,,,
,业务流程,1,,,
,业务,1,,,
,一次,1,,,
,,,,,
要加强对区块链技术的引导和规范，加强对区块链安全风险的研究和分析，密切跟踪发展动态，积极探索发展规律。要探索建立适应区块链技术机制的安全保障体系，引导和推动区块链开发者、平台运营者加强行业自律、落实安全责任。要把依法治网落实到区块链管理中，推动区块链安全有序发展。,区块,6,区块,区块,发展
,安全,4,安全,安全,技术
,发展,3,加强,加强,推动
,加强,3,落实,落实,加强
,落实,2,引导,引导,研究
,推动,2,运营者,运营者,安全
,技术,2,治网,治网,机制
,引导,2,开发者,开发者,探索
,风险,1,发展,发展,管理
,适应,1,推动,推动,建立
,运营者,1,保障体系,保障体系,区块
,跟踪,1,积极探索,积极探索,规律
,责任,1,技术,技术,引导
,规范,1,自律,自律,平台
,规律,1,有序,有序,适应
,行业,1,,,
,自律,1,,,
,管理,1,,,
,积极探索,1,,,
,研究,1,,,
,治网,1,,,
,机制,1,,,
,有序,1,,,
,探索,1,,,
,开发者,1,,,
,建立,1,,,
,平台,1,,,
,密切,1,,,
,动态,1,,,
,分析,1,,,
,保障体系,1,,,
,依法,1,,,
,,,,,
相关部门及其负责领导同志要注意区块链技术发展现状和趋势，提高运用和管理区块链技术能力，使区块链技术在建设网络强国、发展数字经济、助力经济社会发展等方面发挥更大作用。,技术,3,区块,区块,发展
,发展,3,技术,技术,技术
,区块,3,发展,发展,建设
,领导,1,助力,助力,经济
,部门,1,强国,强国,数字
,运用,1,经济社会,经济社会,发挥
,趋势,1,现状,现状,提高
,负责,1,更大,更大,作用
,能力,1,数字,数字,能力
,网络,1,网络,网络,方面
,经济社会,1,运用,运用,强国
,经济,1,发挥,发挥,经济社会
,管理,1,同志,同志,管理
,相关,1,负责,负责,区块
,现状,1,注意,注意,领导
,注意,1,,,
,更大,1,,,
,方面,1,,,
,数字,1,,,
,提高,1,,,
,强国,1,,,
,建设,1,,,
,同志,1,,,
,发挥,1,,,
,及其,1,,,
,助力,1,,,
,作用,1,,,
,,,,,
当前，新一轮科技革命和产业变革蓬勃兴起。科技的未来在青年。开展科技人文交流，推动青年创新合作，是各国共同愿望。希望与会嘉宾围绕“汇聚天下英才 共创美好未来”主题，交流思想，互学互鉴，筑牢友谊基石，扎紧合作纽带，让更多青年科技人才施展抱负、成就梦想，以科技创新引领经济社会发展，共创人类发展的美好未来！,科技,4,科技,科技,创新
,青年,3,美好未来,美好未来,科技
,美好未来,2,共创,共创,发展
,合作,2,青年,青年,推动
,发展,2,共同愿望,共同愿望,产业
,创新,2,施展抱负,施展抱负,合作
,共创,2,互学,互学,人类
,革命,1,互鉴,互鉴,变革
,蓬勃,1,筑牢,筑牢,革命
,英才,1,交流思想,交流思想,各国
,经济社会,1,创新,创新,希望
,纽带,1,合作,合作,引领
,筑牢,1,扎紧,扎紧,经济社会
,科技人才,1,英才,英才,开展
,汇聚,1,科技人才,科技人才,新一轮
,梦想,1,,,
,未来,1,,,
,施展抱负,1,,,
,新一轮,1,,,
,推动,1,,,
,扎紧,1,,,
,成就,1,,,
,当前,1,,,
,引领,1,,,
,开展,1,,,
,希望,1,,,
,天下,1,,,
,基石,1,,,
,围绕,1,,,
,嘉宾,1,,,
,各国,1,,,
,变革,1,,,
,友谊,1,,,
,兴起,1,,,
,共同愿望,1,,,
,人类,1,,,
,人文,1,,,
,产业,1,,,
,交流思想,1,,,
,交流,1,,,
,互鉴,1,,,
,互学,1,,,
,主题,1,,,
,与会,1,,,
,,,,,
科学技术是人类的伟大创造性活动，发展科学技术必须具有全球视野、把握时代脉搏。中国愿同世界各国一道加强科学研究，密切科研协作，推动科技进步，应对时代挑战。,科学技术,2,科学技术,科学技术,发展
,时代,2,愿同,愿同,推动
,视野,1,时代,时代,加强
,脉搏,1,科技进步,科技进步,中国
,科研,1,脉搏,脉搏,世界
,科技进步,1,创造性,创造性,全球
,科学研究,1,协作,协作,人类
,活动,1,视野,视野,科学技术
,推动,1,科学研究,科学研究,具有
,挑战,1,科研,科研,必须
,把握,1,伟大,伟大,各国
,愿同,1,密切,密切,科研
,必须,1,挑战,挑战,把握
,应对,1,把握,把握,时代
,密切,1,应对,应对,活动
,各国,1,,,
,发展,1,,,
,协作,1,,,
,加强,1,,,
,创造性,1,,,
,具有,1,,,
,全球,1,,,
,伟大,1,,,
,人类,1,,,
,中国,1,,,
,世界,1,,,
,一道,1,,,
,,,,,
中国高度重视科技前沿领域发展，致力于推动全球科技创新协作。中国将以更加开放的态度加强国际科技交流，依托世界顶尖科学家论坛等平台，推动中外科学家思想智慧和研究成果转化为经济社会发展的强大动力。希望与会代表围绕“科技，为了人类共同命运”这个主题，推动基础科学、倡导国际合作、扶持青年成长，为共同创造人类更美好的未来作出贡献。,推动,3,推动,推动,创新
,科技,2,科技前沿,科技前沿,科技
,科学家,2,科学家,科学家,发展
,国际,2,科技交流,科技交流,推动
,发展,2,科技,科技,加强
,共同,2,人类,人类,合作
,人类,2,与会代表,与会代表,中国
,中国,2,共同,共同,领域
,高度重视,1,基础科学,基础科学,世界
,领域,1,作出贡献,作出贡献,国际
,顶尖,1,国际,国际,全球
,青年,1,顶尖,顶尖,人类
,这个,1,协作,协作,科学家
,转化,1,研究成果,研究成果,创造
,论坛,1,高度重视,高度重视,更加
,致力于,1,,,
,美好,1,,,
,经济社会,1,,,
,科技前沿,1,,,
,科技交流,1,,,
,研究成果,1,,,
,未来,1,,,
,更加,1,,,
,智慧,1,,,
,扶持,1,,,
,成长,1,,,
,思想,1,,,
,态度,1,,,
,强大,1,,,
,开放,1,,,
,平台,1,,,
,希望,1,,,
,基础科学,1,,,
,围绕,1,,,
,命运,1,,,
,合作,1,,,
,协作,1,,,
,动力,1,,,
,加强,1,,,
,创造,1,,,
,创新,1,,,
,全球,1,,,
,倡导,1,,,
,依托,1,,,
,作出贡献,1,,,
,主题,1,,,
,为了,1,,,
,中外,1,,,
,世界,1,,,
,与会代表,1,,,
,,,,,
70年来，在党的坚强领导下，中国科学院大胆探索、开拓创新、勇于实践，解决了一大批事关国家全局的重大科技问题，突破了一大批制约发展的关键核心技术，取得了一大批一流水平的原创成果，书写了新中国科技创新的辉煌篇章。中国科学院几代科学家求真务实、报国为民、无私奉献的先进事迹充分展现出我国广大知识分子的爱国情怀和高尚品格。,一大批,3,一大批,一大批,创新
,科技,2,中国科学院,中国科学院,科技
,中国科学院,2,70,70,发展
,高尚,1,先进事迹,先进事迹,国家
,领导,1,科技,科技,我国
,问题,1,求真务实,求真务实,中国
,重大,1,开拓创新,开拓创新,关键
,辉煌,1,无私奉献,无私奉献,重大
,解决,1,展现出,展现出,突破
,篇章,1,篇章,篇章,核心技术
,突破,1,勇于,勇于,问题
,科学家,1,几代,几代,广大
,知识分子,1,品格,品格,成果
,爱国,1,报国,报国,科学家
,求真务实,1,情怀,情怀,水平
,水平,1,,,
,核心技术,1,,,
,无私奉献,1,,,
,探索,1,,,
,报国,1,,,
,我国,1,,,
,成果,1,,,
,情怀,1,,,
,开拓创新,1,,,
,广大,1,,,
,年来,1,,,
,展现出,1,,,
,实践,1,,,
,大胆,1,,,
,坚强,1,,,
,国家,1,,,
,品格,1,,,
,取得,1,,,
,发展,1,,,
,原创,1,,,
,勇于,1,,,
,制约,1,,,
,创新,1,,,
,几代,1,,,
,关键,1,,,
,全局,1,,,
,先进事迹,1,,,
,充分,1,,,
,事关,1,,,
,书写,1,,,
,为民,1,,,
,中国,1,,,
,一流,1,,,
,70,1,,,
,,,,,
当今世界，创新是引领发展的第一动力。希望中国科学院不忘初心、牢记使命，抢抓战略机遇，勇立改革潮头，勇攀科技高峰，加快打造原始创新策源地，加快突破关键核心技术，努力抢占科技制高点，为把我国建设成为世界科技强国作出新的更大的贡献。,科技,3,科技,科技,创新
,加快,2,初心,初心,科技
,创新,2,勇立,勇立,发展
,高峰,1,勇攀,勇攀,建设
,贡献,1,加快,加快,加快
,策源地,1,抢抓,抢抓,我国
,第一,1,创新,创新,世界
,突破,1,潮头,潮头,战略
,牢记,1,策源地,策源地,关键
,潮头,1,牢记,牢记,突破
,核心技术,1,不忘,不忘,核心技术
,机遇,1,当今世界,当今世界,成为
,改革,1,制高点,制高点,改革
,抢抓,1,核心技术,核心技术,努力
,抢占,1,抢占,抢占,希望
,打造,1,,,
,战略,1,,,
,我国,1,,,
,成为,1,,,
,当今世界,1,,,
,强国,1,,,
,引领,1,,,
,建设,1,,,
,希望,1,,,
,发展,1,,,
,原始,1,,,
,勇立,1,,,
,勇攀,1,,,
,努力,1,,,
,动力,1,,,
,制高点,1,,,
,初心,1,,,
,关键,1,,,
,使命,1,,,
,作出,1,,,
,中国科学院,1,,,
,世界,1,,,
,不忘,1,,,
,,,,,
创新发展是引领世界经济持续发展的必然选择。当前，新一轮科技革命和产业变革正处在实现重大突破的历史关口。各国应该加强创新合作，推动科技同经济深度融合，加强创新成果共享，努力打破制约知识、技术、人才等创新要素流动的壁垒，支持企业自主开展技术交流合作，让创新源泉充分涌流。为了更好运用知识的创造以造福人类，我们应该共同加强知识产权保护，而不是搞知识封锁，制造甚至扩大科技鸿沟。,创新,5,创新,创新,创新
,科技,3,知识,知识,科技
,知识,3,科技,科技,发展
,加强,3,加强,加强,技术
,经济,2,造福人类,造福人类,经济
,技术,2,合作,合作,推动
,应该,2,涌流,涌流,加强
,合作,2,必然选择,必然选择,产业
,发展,2,重大突破,重大突破,我们
,鸿沟,1,技术,技术,合作
,革命,1,应该,应该,人才
,重大突破,1,鸿沟,鸿沟,世界
,造福人类,1,壁垒,壁垒,企业
,运用,1,知识产权,知识产权,自主
,要素,1,共享,共享,实现
,融合,1,,,
,自主,1,,,
,知识产权,1,,,
,甚至,1,,,
,源泉,1,,,
,深度,1,,,
,涌流,1,,,
,流动,1,,,
,更好,1,,,
,新一轮,1,,,
,支持,1,,,
,推动,1,,,
,持续,1,,,
,扩大,1,,,
,打破,1,,,
,我们,1,,,
,成果,1,,,
,必然选择,1,,,
,当前,1,,,
,引领,1,,,
,开展,1,,,
,封锁,1,,,
,实现,1,,,
,处在,1,,,
,壁垒,1,,,
,各国,1,,,
,变革,1,,,
,历史,1,,,
,努力,1,,,
,制造,1,,,
,制约,1,,,
,创造,1,,,
,关口,1,,,
,共同,1,,,
,共享,1,,,
,充分,1,,,
,保护,1,,,
,企业,1,,,
,人才,1,,,
,产业,1,,,
,交流,1,,,
,为了,1,,,
,世界,1,,,
,不是,1,,,
,,,,,
要强化应急管理装备技术支撑，优化整合各类科技资源，推进应急管理科技自主创新，依靠科技提高应急管理的科学化、专业化、智能化、精细化水平。要加大先进适用装备的配备力度，加强关键技术研发，提高突发事件响应和处置能力。要适应科技信息化发展大势，以信息化推进应急管理现代化，提高监测预警能力、监管执法能力、辅助指挥决策能力、救援实战能力和社会动员能力。,能力,6,应急,应急,创新
,管理,4,能力,能力,科技
,科技,4,科技,科技,发展
,应急,4,管理,管理,技术
,提高,3,信息化,信息化,加强
,装备,2,提高,提高,自主
,推进,2,装备,装备,社会
,信息化,2,推进,推进,推进
,预警,1,科学化,科学化,提高
,配备,1,精细化,精细化,资源
,适用,1,关键技术,关键技术,能力
,适应,1,智能化,智能化,支撑
,辅助,1,突发事件,突发事件,水平
,资源,1,大势,大势,研发
,自主,1,专业化,专业化,加大
,精细化,1,,,
,突发事件,1,,,
,科学化,1,,,
,社会,1,,,
,研发,1,,,
,监管,1,,,
,监测,1,,,
,现代化,1,,,
,水平,1,,,
,智能化,1,,,
,整合,1,,,
,救援,1,,,
,支撑,1,,,
,指挥,1,,,
,技术,1,,,
,执法,1,,,
,强化,1,,,
,实战,1,,,
,大势,1,,,
,处置,1,,,
,响应,1,,,
,各类,1,,,
,发展,1,,,
,动员,1,,,
,加强,1,,,
,加大,1,,,
,力度,1,,,
,创新,1,,,
,决策,1,,,
,关键技术,1,,,
,先进,1,,,
,依靠,1,,,
,优化,1,,,
,专业化,1,,,
