,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
188,frozenset({'经济社会'}),"frozenset({'数字', '技术'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
211,frozenset({'经济社会'}),"frozenset({'数字', '技术', '区块'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
80,"frozenset({'变革', '科技', '发展'})","frozenset({'新一轮', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
217,"frozenset({'数字', '区块'})","frozenset({'经济社会', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
78,"frozenset({'变革', '发展', '治理'})","frozenset({'新一轮', '科技'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
77,"frozenset({'新一轮', '变革', '科技'})","frozenset({'发展', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
76,"frozenset({'新一轮', '科技', '治理'})","frozenset({'变革', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
74,"frozenset({'新一轮', '科技', '发展'})","frozenset({'变革', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
73,"frozenset({'新一轮', '变革', '发展'})","frozenset({'科技', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
72,"frozenset({'新一轮', '发展', '治理'})","frozenset({'变革', '科技'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
216,"frozenset({'数字', '发展'})","frozenset({'区块', '经济社会'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
212,"frozenset({'数字', '区块', '发展'})",frozenset({'经济社会'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
66,"frozenset({'发展', '治理'})","frozenset({'新一轮', '科技'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
82,"frozenset({'新一轮', '发展'})","frozenset({'变革', '科技', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
65,"frozenset({'科技', '治理'})","frozenset({'新一轮', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
210,"frozenset({'区块', '经济社会'})","frozenset({'数字', '技术'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
63,"frozenset({'新一轮', '发展'})","frozenset({'科技', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
62,"frozenset({'新一轮', '科技'})","frozenset({'发展', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
209,"frozenset({'技术', '经济社会'})","frozenset({'数字', '区块'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
207,"frozenset({'数字', '区块'})","frozenset({'技术', '经济社会'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
239,"frozenset({'数字', '技术', '区块', '发展'})",frozenset({'经济社会'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
206,"frozenset({'数字', '技术'})","frozenset({'区块', '经济社会'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
57,"frozenset({'变革', '发展'})","frozenset({'新一轮', '科技'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
56,"frozenset({'科技', '变革'})","frozenset({'新一轮', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
81,"frozenset({'变革', '科技', '治理'})","frozenset({'新一轮', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
83,"frozenset({'新一轮', '治理'})","frozenset({'变革', '科技', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
54,"frozenset({'新一轮', '科技'})","frozenset({'变革', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
98,"frozenset({'凝聚', '发展'})",frozenset({'共同体'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
220,"frozenset({'区块', '经济社会'})","frozenset({'数字', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
226,"frozenset({'数字', '发展'})","frozenset({'技术', '经济社会'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
219,"frozenset({'经济社会', '发展'})","frozenset({'数字', '区块'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
227,"frozenset({'数字', '技术'})","frozenset({'经济社会', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
118,"frozenset({'科技', '变革'})","frozenset({'发展', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
119,"frozenset({'科技', '治理'})","frozenset({'变革', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
102,frozenset({'共同体'}),"frozenset({'凝聚', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
101,frozenset({'凝聚'}),"frozenset({'发展', '共同体'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
100,"frozenset({'发展', '共同体'})",frozenset({'凝聚'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
229,"frozenset({'经济社会', '发展'})","frozenset({'数字', '技术'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
230,"frozenset({'技术', '经济社会'})","frozenset({'数字', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
84,"frozenset({'新一轮', '科技'})","frozenset({'变革', '发展', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
96,frozenset({'共同体'}),frozenset({'凝聚'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
95,frozenset({'凝聚'}),frozenset({'共同体'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
231,frozenset({'经济社会'}),"frozenset({'数字', '技术', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
120,"frozenset({'变革', '发展'})","frozenset({'科技', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
121,"frozenset({'发展', '治理'})","frozenset({'科技', '变革'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
89,"frozenset({'变革', '科技'})","frozenset({'新一轮', '发展', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
88,"frozenset({'科技', '治理'})","frozenset({'新一轮', '变革', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
87,"frozenset({'变革', '治理'})","frozenset({'新一轮', '科技', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
86,"frozenset({'变革', '发展'})","frozenset({'新一轮', '科技', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
85,"frozenset({'发展', '治理'})","frozenset({'新一轮', '变革', '科技'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
222,"frozenset({'数字', '技术', '发展'})",frozenset({'经济社会'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
55,"frozenset({'新一轮', '发展'})","frozenset({'科技', '变革'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
162,"frozenset({'管理', '智能化'})",frozenset({'提高'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
159,frozenset({'智能化'}),frozenset({'提高'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
160,"frozenset({'提高', '管理'})",frozenset({'智能化'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
161,"frozenset({'提高', '智能化'})",frozenset({'管理'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
163,frozenset({'提高'}),"frozenset({'管理', '智能化'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
164,frozenset({'管理'}),"frozenset({'提高', '智能化'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
165,frozenset({'智能化'}),"frozenset({'提高', '管理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
202,"frozenset({'数字', '技术', '区块'})",frozenset({'经济社会'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
192,frozenset({'经济社会'}),"frozenset({'数字', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
250,"frozenset({'经济社会', '技术', '发展'})","frozenset({'数字', '区块'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
251,"frozenset({'技术', '区块', '经济社会'})","frozenset({'数字', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
252,"frozenset({'经济社会', '区块', '发展'})","frozenset({'数字', '技术'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
181,"frozenset({'数字', '区块'})",frozenset({'经济社会'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
253,"frozenset({'数字', '技术'})","frozenset({'经济社会', '区块', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
254,"frozenset({'数字', '发展'})","frozenset({'技术', '区块', '经济社会'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
255,"frozenset({'数字', '区块'})","frozenset({'经济社会', '技术', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
189,"frozenset({'数字', '发展'})",frozenset({'经济社会'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
257,"frozenset({'技术', '经济社会'})","frozenset({'数字', '区块', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
258,"frozenset({'经济社会', '发展'})","frozenset({'数字', '技术', '区块'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
259,"frozenset({'区块', '经济社会'})","frozenset({'数字', '技术', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
260,frozenset({'经济社会'}),"frozenset({'数字', '技术', '区块', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
184,frozenset({'经济社会'}),"frozenset({'数字', '区块'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
185,"frozenset({'数字', '技术'})",frozenset({'经济社会'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
247,"frozenset({'数字', '区块', '发展'})","frozenset({'技术', '经济社会'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
221,frozenset({'经济社会'}),"frozenset({'数字', '区块', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
158,frozenset({'提高'}),frozenset({'智能化'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
37,"frozenset({'新一轮', '治理'})","frozenset({'变革', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
49,"frozenset({'变革', '治理'})","frozenset({'新一轮', '科技'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
151,"frozenset({'应用', '产业'})",frozenset({'人才培养'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
47,"frozenset({'科技', '变革'})","frozenset({'新一轮', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
46,"frozenset({'新一轮', '治理'})","frozenset({'科技', '变革'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
45,"frozenset({'新一轮', '科技'})","frozenset({'变革', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
152,frozenset({'人才培养'}),"frozenset({'应用', '产业'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
244,"frozenset({'数字', '技术', '发展'})","frozenset({'区块', '经济社会'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
154,frozenset({'管理'}),frozenset({'智能化'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
155,frozenset({'智能化'}),frozenset({'管理'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
39,"frozenset({'变革', '治理'})","frozenset({'新一轮', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
38,"frozenset({'变革', '发展'})","frozenset({'新一轮', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
36,"frozenset({'新一轮', '发展'})","frozenset({'变革', '治理'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
245,"frozenset({'数字', '技术', '区块'})","frozenset({'经济社会', '发展'})",0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
157,frozenset({'管理'}),frozenset({'提高'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
156,frozenset({'提高'}),frozenset({'管理'}),0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,14.5,0.06420927467300833,inf
218,"frozenset({'数字', '经济社会'})","frozenset({'区块', '发展'})",0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
114,"frozenset({'科技', '发展', '变革'})",frozenset({'治理'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
147,frozenset({'人才培养'}),frozenset({'应用'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
150,"frozenset({'人才培养', '产业'})",frozenset({'应用'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
205,"frozenset({'技术', '区块', '经济社会'})",frozenset({'数字'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
183,"frozenset({'区块', '经济社会'})",frozenset({'数字'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
127,"frozenset({'应用', '发展'})",frozenset({'人工智能'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
122,"frozenset({'变革', '治理'})","frozenset({'科技', '发展'})",0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
215,"frozenset({'经济社会', '区块', '发展'})",frozenset({'数字'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
153,frozenset({'打造'}),frozenset({'国际'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
170,frozenset({'交流思想'}),frozenset({'合作'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
198,frozenset({'经济社会'}),"frozenset({'区块', '发展'})",0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
174,"frozenset({'融合', '区块'})",frozenset({'加快'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
125,"frozenset({'产业', '发展'})",frozenset({'人工智能'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
191,"frozenset({'经济社会', '发展'})",frozenset({'数字'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
177,frozenset({'经济社会'}),frozenset({'数字'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
143,"frozenset({'数字', '技术'})","frozenset({'区块', '发展'})",0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
132,"frozenset({'融合', '智能'})",frozenset({'数字'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
225,"frozenset({'经济社会', '技术', '发展'})",frozenset({'数字'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
19,"frozenset({'变革', '治理'})",frozenset({'新一轮'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
61,"frozenset({'科技', '发展', '治理'})",frozenset({'新一轮'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
238,frozenset({'经济社会'}),"frozenset({'技术', '区块', '发展'})",0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
58,"frozenset({'新一轮', '科技', '发展'})",frozenset({'治理'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
53,"frozenset({'科技', '发展', '变革'})",frozenset({'新一轮'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
21,"frozenset({'变革', '发展'})",frozenset({'新一轮'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
243,"frozenset({'经济社会', '技术', '区块', '发展'})",frozenset({'数字'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
48,"frozenset({'科技', '治理'})","frozenset({'新一轮', '变革'})",0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
44,"frozenset({'科技', '变革', '治理'})",frozenset({'新一轮'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
41,"frozenset({'新一轮', '科技', '变革'})",frozenset({'治理'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
40,"frozenset({'发展', '治理'})","frozenset({'新一轮', '变革'})",0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
35,"frozenset({'变革', '发展', '治理'})",frozenset({'新一轮'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
32,"frozenset({'新一轮', '变革', '发展'})",frozenset({'治理'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
246,"frozenset({'数字', '技术', '经济社会'})","frozenset({'区块', '发展'})",0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
29,"frozenset({'科技', '治理'})",frozenset({'新一轮'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
27,"frozenset({'新一轮', '科技'})",frozenset({'治理'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
26,"frozenset({'发展', '治理'})",frozenset({'新一轮'}),0.06896551724137931,0.10344827586206896,0.06896551724137931,1.0,9.666666666666666,0.06183115338882283,inf
